gene_symbol	biotype
ENSMUSG00000140956	lncRNA
ENSMUSG00000140957	lncRNA
ENSMUSG00000140958	lncRNA
ENSMUSG00000140959	lncRNA
ENSMUSG00000140961	lncRNA
ENSMUSG00000140962	lncRNA
ENSMUSG00000140963	lncRNA
ENSMUSG00000140964	lncRNA
ENSMUSG00000140965	lncRNA
ENSMUSG00000140966	lncRNA
ENSMUSG00000140967	lncRNA
ENSMUSG00000140968	lncRNA
ENSMUSG00000140969	lncRNA
ENSMUSG00000140970	lncRNA
ENSMUSG00000140971	lncRNA
ENSMUSG00000140972	lncRNA
ENSMUSG00000140973	lncRNA
ENSMUSG00000140974	lncRNA
ENSMUSG00000140975	lncRNA
ENSMUSG00000140976	lncRNA
ENSMUSG00000140977	lncRNA
ENSMUSG00000140978	lncRNA
ENSMUSG00000140979	lncRNA
ENSMUSG00000140980	lncRNA
ENSMUSG00000140981	lncRNA
ENSMUSG00000140982	lncRNA
ENSMUSG00000140983	lncRNA
ENSMUSG00000140984	lncRNA
ENSMUSG00000140985	lncRNA
ENSMUSG00000140986	lncRNA
ENSMUSG00000140987	lncRNA
ENSMUSG00000140988	lncRNA
ENSMUSG00000140989	lncRNA
ENSMUSG00000140990	lncRNA
ENSMUSG00000140991	lncRNA
ENSMUSG00000140992	lncRNA
ENSMUSG00000140993	lncRNA
ENSMUSG00000140994	lncRNA
ENSMUSG00000140995	lncRNA
ENSMUSG00000140996	lncRNA
ENSMUSG00000140997	lncRNA
ENSMUSG00000140998	lncRNA
ENSMUSG00000140999	lncRNA
ENSMUSG00000141000	lncRNA
ENSMUSG00000141002	lncRNA
ENSMUSG00000141003	lncRNA
ENSMUSG00000141004	lncRNA
ENSMUSG00000141005	lncRNA
ENSMUSG00000141006	lncRNA
ENSMUSG00000141007	lncRNA
ENSMUSG00000141008	lncRNA
ENSMUSG00000141009	lncRNA
ENSMUSG00000141010	lncRNA
ENSMUSG00000141011	lncRNA
ENSMUSG00000141012	lncRNA
ENSMUSG00000141013	lncRNA
ENSMUSG00000141014	lncRNA
ENSMUSG00000141015	lncRNA
ENSMUSG00000141016	lncRNA
ENSMUSG00000141017	lncRNA
ENSMUSG00000141018	lncRNA
ENSMUSG00000141019	lncRNA
ENSMUSG00000141020	lncRNA
ENSMUSG00000141021	lncRNA
ENSMUSG00000141022	lncRNA
ENSMUSG00000141023	lncRNA
ENSMUSG00000141024	lncRNA
ENSMUSG00000141025	lncRNA
ENSMUSG00000141026	lncRNA
ENSMUSG00000141027	lncRNA
ENSMUSG00000141028	lncRNA
ENSMUSG00000141029	lncRNA
ENSMUSG00000141030	lncRNA
ENSMUSG00000141031	lncRNA
ENSMUSG00000141032	lncRNA
ENSMUSG00000141033	lncRNA
ENSMUSG00000141034	lncRNA
ENSMUSG00000141035	lncRNA
ENSMUSG00000141036	lncRNA
ENSMUSG00000141037	lncRNA
ENSMUSG00000141039	lncRNA
ENSMUSG00000141040	lncRNA
ENSMUSG00000141041	lncRNA
ENSMUSG00000141042	lncRNA
ENSMUSG00000141043	lncRNA
ENSMUSG00000141044	lncRNA
ENSMUSG00000141045	lncRNA
ENSMUSG00000141046	lncRNA
ENSMUSG00000141047	lncRNA
ENSMUSG00000141048	lncRNA
ENSMUSG00000141049	lncRNA
ENSMUSG00000141050	lncRNA
ENSMUSG00000141051	lncRNA
ENSMUSG00000141052	lncRNA
ENSMUSG00000141053	lncRNA
ENSMUSG00000141054	lncRNA
ENSMUSG00000141055	lncRNA
ENSMUSG00000141056	lncRNA
ENSMUSG00000141057	lncRNA
ENSMUSG00000141058	lncRNA
ENSMUSG00000141059	lncRNA
ENSMUSG00000141060	lncRNA
ENSMUSG00000141061	lncRNA
ENSMUSG00000141062	lncRNA
ENSMUSG00000141064	lncRNA
ENSMUSG00000141065	lncRNA
ENSMUSG00000141066	lncRNA
ENSMUSG00000141067	lncRNA
ENSMUSG00000141068	lncRNA
ENSMUSG00000141069	lncRNA
ENSMUSG00000141070	lncRNA
ENSMUSG00000141071	lncRNA
ENSMUSG00000141072	lncRNA
ENSMUSG00000141073	lncRNA
ENSMUSG00000141074	lncRNA
ENSMUSG00000141075	lncRNA
ENSMUSG00000141076	lncRNA
ENSMUSG00000141077	lncRNA
ENSMUSG00000141078	lncRNA
ENSMUSG00000141079	lncRNA
ENSMUSG00000141080	lncRNA
ENSMUSG00000141081	lncRNA
ENSMUSG00000141082	lncRNA
ENSMUSG00000141083	lncRNA
ENSMUSG00000141084	lncRNA
ENSMUSG00000141085	lncRNA
ENSMUSG00000141086	lncRNA
ENSMUSG00000141087	lncRNA
ENSMUSG00000141088	lncRNA
ENSMUSG00000141090	lncRNA
ENSMUSG00000141091	lncRNA
ENSMUSG00000141092	lncRNA
ENSMUSG00000141093	lncRNA
ENSMUSG00000141094	lncRNA
ENSMUSG00000141095	lncRNA
ENSMUSG00000141096	lncRNA
ENSMUSG00000141097	lncRNA
ENSMUSG00000141098	lncRNA
ENSMUSG00000141099	lncRNA
ENSMUSG00000141100	lncRNA
ENSMUSG00000141101	lncRNA
ENSMUSG00000141102	lncRNA
ENSMUSG00000141103	lncRNA
ENSMUSG00000141104	lncRNA
ENSMUSG00000141105	lncRNA
ENSMUSG00000141106	lncRNA
ENSMUSG00000141107	lncRNA
ENSMUSG00000141108	lncRNA
ENSMUSG00000141109	lncRNA
ENSMUSG00000141110	lncRNA
ENSMUSG00000141111	lncRNA
ENSMUSG00000141112	lncRNA
ENSMUSG00000141113	lncRNA
ENSMUSG00000141114	lncRNA
ENSMUSG00000141115	lncRNA
ENSMUSG00000141116	lncRNA
ENSMUSG00000141117	lncRNA
ENSMUSG00000141118	lncRNA
ENSMUSG00000141119	lncRNA
ENSMUSG00000141120	lncRNA
ENSMUSG00000141121	lncRNA
ENSMUSG00000141122	lncRNA
ENSMUSG00000141123	lncRNA
ENSMUSG00000141124	lncRNA
ENSMUSG00000141125	lncRNA
ENSMUSG00000141126	lncRNA
ENSMUSG00000141127	lncRNA
ENSMUSG00000141128	lncRNA
ENSMUSG00000141129	lncRNA
ENSMUSG00000141130	lncRNA
ENSMUSG00000141131	lncRNA
ENSMUSG00000141132	lncRNA
ENSMUSG00000141133	lncRNA
ENSMUSG00000141134	lncRNA
ENSMUSG00000141135	lncRNA
ENSMUSG00000141136	lncRNA
ENSMUSG00000141137	lncRNA
ENSMUSG00000141138	lncRNA
ENSMUSG00000141139	lncRNA
ENSMUSG00000141140	lncRNA
ENSMUSG00000141141	lncRNA
ENSMUSG00000141142	lncRNA
ENSMUSG00000141143	lncRNA
ENSMUSG00000141145	lncRNA
ENSMUSG00000141146	lncRNA
ENSMUSG00000141147	lncRNA
ENSMUSG00000141148	lncRNA
ENSMUSG00000141149	lncRNA
ENSMUSG00000141150	lncRNA
ENSMUSG00000141151	lncRNA
ENSMUSG00000141152	lncRNA
ENSMUSG00000141153	lncRNA
ENSMUSG00000141154	lncRNA
ENSMUSG00000141155	lncRNA
ENSMUSG00000141156	lncRNA
ENSMUSG00000141157	lncRNA
ENSMUSG00000141158	lncRNA
ENSMUSG00000141159	lncRNA
ENSMUSG00000141160	lncRNA
ENSMUSG00000141161	lncRNA
ENSMUSG00000141162	lncRNA
ENSMUSG00000141163	lncRNA
ENSMUSG00000141164	lncRNA
ENSMUSG00000141165	lncRNA
ENSMUSG00000141166	lncRNA
ENSMUSG00000141167	lncRNA
ENSMUSG00000141168	lncRNA
ENSMUSG00000141169	lncRNA
ENSMUSG00000141170	lncRNA
ENSMUSG00000141171	lncRNA
ENSMUSG00000141172	lncRNA
ENSMUSG00000141173	lncRNA
ENSMUSG00000141174	lncRNA
ENSMUSG00000141175	lncRNA
ENSMUSG00000141176	lncRNA
ENSMUSG00000141177	lncRNA
ENSMUSG00000141178	lncRNA
ENSMUSG00000141179	lncRNA
ENSMUSG00000141180	lncRNA
ENSMUSG00000141181	lncRNA
ENSMUSG00000141182	lncRNA
ENSMUSG00000141183	lncRNA
ENSMUSG00000141185	lncRNA
ENSMUSG00000141186	lncRNA
ENSMUSG00000141187	lncRNA
ENSMUSG00000141188	lncRNA
ENSMUSG00000141189	lncRNA
ENSMUSG00000141190	lncRNA
ENSMUSG00000141191	lncRNA
ENSMUSG00000141192	lncRNA
ENSMUSG00000141193	lncRNA
ENSMUSG00000141194	lncRNA
ENSMUSG00000141195	lncRNA
ENSMUSG00000141196	lncRNA
ENSMUSG00000141197	lncRNA
ENSMUSG00000141198	lncRNA
ENSMUSG00000141199	lncRNA
ENSMUSG00000141200	lncRNA
ENSMUSG00000141201	lncRNA
ENSMUSG00000141202	lncRNA
ENSMUSG00000141203	lncRNA
ENSMUSG00000141204	lncRNA
ENSMUSG00000141205	lncRNA
ENSMUSG00000141206	lncRNA
ENSMUSG00000141207	lncRNA
ENSMUSG00000141208	lncRNA
ENSMUSG00000141209	lncRNA
ENSMUSG00000141210	lncRNA
ENSMUSG00000141211	lncRNA
ENSMUSG00000141212	lncRNA
ENSMUSG00000141213	lncRNA
ENSMUSG00000141214	lncRNA
ENSMUSG00000141215	lncRNA
ENSMUSG00000141216	lncRNA
ENSMUSG00000141217	lncRNA
ENSMUSG00000141218	lncRNA
ENSMUSG00000141219	lncRNA
ENSMUSG00000141220	lncRNA
ENSMUSG00000141221	lncRNA
ENSMUSG00000141222	lncRNA
ENSMUSG00000141223	lncRNA
ENSMUSG00000141224	lncRNA
ENSMUSG00000141225	lncRNA
ENSMUSG00000141226	lncRNA
ENSMUSG00000141227	lncRNA
ENSMUSG00000141228	lncRNA
ENSMUSG00000141229	lncRNA
ENSMUSG00000141230	lncRNA
ENSMUSG00000141231	lncRNA
ENSMUSG00000141232	lncRNA
ENSMUSG00000141233	lncRNA
ENSMUSG00000141234	lncRNA
ENSMUSG00000141235	lncRNA
ENSMUSG00000141236	lncRNA
ENSMUSG00000141237	lncRNA
ENSMUSG00000141238	lncRNA
ENSMUSG00000141239	lncRNA
ENSMUSG00000141240	lncRNA
ENSMUSG00000141241	lncRNA
ENSMUSG00000141242	lncRNA
ENSMUSG00000141243	lncRNA
ENSMUSG00000141244	lncRNA
ENSMUSG00000141245	lncRNA
ENSMUSG00000141247	lncRNA
ENSMUSG00000141248	lncRNA
ENSMUSG00000141249	lncRNA
ENSMUSG00000141250	lncRNA
ENSMUSG00000141251	lncRNA
ENSMUSG00000141252	lncRNA
ENSMUSG00000141253	lncRNA
ENSMUSG00000141254	lncRNA
ENSMUSG00000141255	lncRNA
ENSMUSG00000141256	lncRNA
ENSMUSG00000141257	lncRNA
ENSMUSG00000141258	lncRNA
ENSMUSG00000141259	lncRNA
ENSMUSG00000141260	lncRNA
ENSMUSG00000141261	lncRNA
ENSMUSG00000141262	lncRNA
ENSMUSG00000141263	lncRNA
ENSMUSG00000141264	lncRNA
ENSMUSG00000141265	lncRNA
ENSMUSG00000141266	lncRNA
ENSMUSG00000141267	lncRNA
ENSMUSG00000141268	lncRNA
ENSMUSG00000141269	lncRNA
ENSMUSG00000141270	lncRNA
ENSMUSG00000141271	lncRNA
ENSMUSG00000141272	lncRNA
ENSMUSG00000141273	lncRNA
ENSMUSG00000141274	lncRNA
ENSMUSG00000141275	lncRNA
ENSMUSG00000141276	lncRNA
ENSMUSG00000141277	lncRNA
ENSMUSG00000141278	lncRNA
ENSMUSG00000141279	lncRNA
ENSMUSG00000141280	lncRNA
ENSMUSG00000141281	lncRNA
ENSMUSG00000141282	lncRNA
ENSMUSG00000141283	lncRNA
ENSMUSG00000141284	lncRNA
ENSMUSG00000141285	lncRNA
ENSMUSG00000141286	lncRNA
ENSMUSG00000141287	lncRNA
ENSMUSG00000141288	lncRNA
ENSMUSG00000141289	lncRNA
ENSMUSG00000141290	lncRNA
ENSMUSG00000141292	lncRNA
ENSMUSG00000141293	lncRNA
ENSMUSG00000141294	lncRNA
ENSMUSG00000141295	lncRNA
ENSMUSG00000141296	lncRNA
ENSMUSG00000141297	lncRNA
ENSMUSG00000141298	lncRNA
ENSMUSG00000141299	lncRNA
ENSMUSG00000141300	lncRNA
ENSMUSG00000141302	lncRNA
ENSMUSG00000141303	lncRNA
ENSMUSG00000141304	lncRNA
ENSMUSG00000141305	lncRNA
ENSMUSG00000141306	lncRNA
ENSMUSG00000141307	lncRNA
ENSMUSG00000141308	lncRNA
ENSMUSG00000141309	lncRNA
ENSMUSG00000141310	lncRNA
ENSMUSG00000141311	lncRNA
ENSMUSG00000141312	lncRNA
ENSMUSG00000141313	lncRNA
ENSMUSG00000141314	lncRNA
ENSMUSG00000141315	lncRNA
ENSMUSG00000141316	lncRNA
ENSMUSG00000141317	lncRNA
ENSMUSG00000141318	lncRNA
ENSMUSG00000141319	lncRNA
ENSMUSG00000141320	lncRNA
ENSMUSG00000141322	lncRNA
ENSMUSG00000141323	lncRNA
ENSMUSG00000141324	lncRNA
ENSMUSG00000141325	lncRNA
ENSMUSG00000141326	lncRNA
ENSMUSG00000141327	lncRNA
ENSMUSG00000141328	lncRNA
ENSMUSG00000141329	lncRNA
ENSMUSG00000141330	lncRNA
ENSMUSG00000141331	lncRNA
ENSMUSG00000141332	lncRNA
ENSMUSG00000141333	lncRNA
ENSMUSG00000141334	lncRNA
ENSMUSG00000141335	lncRNA
ENSMUSG00000141336	lncRNA
ENSMUSG00000141337	lncRNA
ENSMUSG00000141338	lncRNA
ENSMUSG00000141339	lncRNA
ENSMUSG00000141340	lncRNA
ENSMUSG00000141341	lncRNA
ENSMUSG00000141342	lncRNA
ENSMUSG00000141343	lncRNA
ENSMUSG00000141344	lncRNA
ENSMUSG00000141345	lncRNA
ENSMUSG00000141346	lncRNA
ENSMUSG00000141347	lncRNA
ENSMUSG00000141348	lncRNA
ENSMUSG00000141349	lncRNA
ENSMUSG00000141350	lncRNA
ENSMUSG00000141351	lncRNA
ENSMUSG00000141352	lncRNA
ENSMUSG00000141353	lncRNA
ENSMUSG00000141354	lncRNA
ENSMUSG00000141355	lncRNA
ENSMUSG00000141356	lncRNA
ENSMUSG00000141357	lncRNA
ENSMUSG00000141358	lncRNA
ENSMUSG00000141359	lncRNA
ENSMUSG00000141360	lncRNA
ENSMUSG00000141361	lncRNA
ENSMUSG00000141362	lncRNA
ENSMUSG00000141363	lncRNA
ENSMUSG00000141364	lncRNA
ENSMUSG00000141365	lncRNA
ENSMUSG00000141366	lncRNA
ENSMUSG00000141367	lncRNA
ENSMUSG00000141368	lncRNA
ENSMUSG00000141369	lncRNA
ENSMUSG00000141370	lncRNA
ENSMUSG00000141371	lncRNA
ENSMUSG00000141372	lncRNA
ENSMUSG00000141373	lncRNA
ENSMUSG00000141375	lncRNA
ENSMUSG00000141376	lncRNA
ENSMUSG00000141377	lncRNA
ENSMUSG00000141378	lncRNA
ENSMUSG00000141379	lncRNA
ENSMUSG00000141380	lncRNA
ENSMUSG00000141381	lncRNA
ENSMUSG00000141382	lncRNA
ENSMUSG00000141383	lncRNA
ENSMUSG00000141384	lncRNA
ENSMUSG00000141385	lncRNA
ENSMUSG00000141386	lncRNA
ENSMUSG00000141387	lncRNA
ENSMUSG00000141388	lncRNA
ENSMUSG00000141389	lncRNA
ENSMUSG00000141390	lncRNA
ENSMUSG00000141391	lncRNA
ENSMUSG00000141392	lncRNA
ENSMUSG00000141393	lncRNA
ENSMUSG00000141394	lncRNA
ENSMUSG00000141395	lncRNA
ENSMUSG00000141396	lncRNA
ENSMUSG00000141397	lncRNA
ENSMUSG00000141398	lncRNA
ENSMUSG00000141399	lncRNA
ENSMUSG00000141401	lncRNA
ENSMUSG00000141402	lncRNA
ENSMUSG00000141403	lncRNA
ENSMUSG00000141405	lncRNA
ENSMUSG00000141406	lncRNA
ENSMUSG00000141407	lncRNA
ENSMUSG00000141408	lncRNA
ENSMUSG00000141409	lncRNA
ENSMUSG00000141410	lncRNA
ENSMUSG00000141411	lncRNA
ENSMUSG00000141412	lncRNA
ENSMUSG00000141413	lncRNA
ENSMUSG00000141414	lncRNA
ENSMUSG00000141415	lncRNA
ENSMUSG00000141416	lncRNA
ENSMUSG00000141417	lncRNA
ENSMUSG00000141418	lncRNA
ENSMUSG00000141419	lncRNA
ENSMUSG00000141420	lncRNA
ENSMUSG00000141421	lncRNA
ENSMUSG00000141422	lncRNA
ENSMUSG00000141423	lncRNA
ENSMUSG00000141424	lncRNA
ENSMUSG00000141425	lncRNA
ENSMUSG00000141426	lncRNA
ENSMUSG00000141427	lncRNA
ENSMUSG00000141428	lncRNA
ENSMUSG00000141429	lncRNA
ENSMUSG00000141430	lncRNA
ENSMUSG00000141431	lncRNA
ENSMUSG00000141432	lncRNA
ENSMUSG00000141433	lncRNA
ENSMUSG00000141434	lncRNA
ENSMUSG00000141435	lncRNA
ENSMUSG00000141436	lncRNA
ENSMUSG00000141437	lncRNA
ENSMUSG00000141438	lncRNA
ENSMUSG00000141439	lncRNA
ENSMUSG00000141440	lncRNA
ENSMUSG00000141441	lncRNA
ENSMUSG00000141442	lncRNA
ENSMUSG00000141444	lncRNA
ENSMUSG00000141445	lncRNA
ENSMUSG00000141446	lncRNA
ENSMUSG00000141447	lncRNA
ENSMUSG00000141448	lncRNA
ENSMUSG00000141449	lncRNA
ENSMUSG00000141450	lncRNA
ENSMUSG00000141451	lncRNA
ENSMUSG00000141452	lncRNA
ENSMUSG00000141453	lncRNA
ENSMUSG00000141454	lncRNA
ENSMUSG00000141455	lncRNA
ENSMUSG00000141456	lncRNA
ENSMUSG00000141457	lncRNA
ENSMUSG00000141458	lncRNA
ENSMUSG00000141459	lncRNA
ENSMUSG00000141460	lncRNA
ENSMUSG00000141461	lncRNA
ENSMUSG00000141462	lncRNA
ENSMUSG00000141463	lncRNA
ENSMUSG00000141464	lncRNA
ENSMUSG00000141465	lncRNA
ENSMUSG00000141466	lncRNA
ENSMUSG00000141467	lncRNA
ENSMUSG00000141468	lncRNA
ENSMUSG00000141469	lncRNA
ENSMUSG00000141470	lncRNA
ENSMUSG00000141471	lncRNA
ENSMUSG00000141472	lncRNA
ENSMUSG00000141473	lncRNA
ENSMUSG00000141474	lncRNA
ENSMUSG00000141475	lncRNA
ENSMUSG00000141476	lncRNA
ENSMUSG00000141477	lncRNA
ENSMUSG00000141478	lncRNA
ENSMUSG00000141479	lncRNA
ENSMUSG00000141480	lncRNA
ENSMUSG00000141481	lncRNA
ENSMUSG00000141482	lncRNA
ENSMUSG00000141483	lncRNA
ENSMUSG00000141484	lncRNA
ENSMUSG00000141485	lncRNA
ENSMUSG00000141486	lncRNA
ENSMUSG00000141487	lncRNA
ENSMUSG00000141488	lncRNA
ENSMUSG00000141490	lncRNA
ENSMUSG00000141491	lncRNA
ENSMUSG00000141492	lncRNA
ENSMUSG00000141493	lncRNA
ENSMUSG00000141494	lncRNA
ENSMUSG00000141495	lncRNA
ENSMUSG00000141496	lncRNA
ENSMUSG00000141497	lncRNA
ENSMUSG00000141498	lncRNA
ENSMUSG00000141499	lncRNA
ENSMUSG00000141500	lncRNA
ENSMUSG00000141501	lncRNA
ENSMUSG00000141502	lncRNA
ENSMUSG00000141503	lncRNA
ENSMUSG00000141504	lncRNA
ENSMUSG00000141505	lncRNA
ENSMUSG00000141506	lncRNA
ENSMUSG00000141507	lncRNA
ENSMUSG00000141509	lncRNA
ENSMUSG00000141510	lncRNA
ENSMUSG00000141511	lncRNA
ENSMUSG00000141512	lncRNA
ENSMUSG00000141513	lncRNA
ENSMUSG00000141514	lncRNA
ENSMUSG00000141515	lncRNA
ENSMUSG00000141516	lncRNA
ENSMUSG00000141517	lncRNA
ENSMUSG00000141518	lncRNA
ENSMUSG00000141519	lncRNA
ENSMUSG00000141520	lncRNA
ENSMUSG00000141521	lncRNA
ENSMUSG00000141522	lncRNA
ENSMUSG00000141523	lncRNA
ENSMUSG00000141524	lncRNA
ENSMUSG00000141525	lncRNA
ENSMUSG00000141526	lncRNA
ENSMUSG00000141527	lncRNA
ENSMUSG00000141528	lncRNA
ENSMUSG00000141529	lncRNA
ENSMUSG00000141530	lncRNA
ENSMUSG00000141531	lncRNA
ENSMUSG00000141532	lncRNA
ENSMUSG00000141533	lncRNA
ENSMUSG00000141534	lncRNA
ENSMUSG00000141535	lncRNA
ENSMUSG00000141536	lncRNA
ENSMUSG00000141537	lncRNA
ENSMUSG00000141538	lncRNA
ENSMUSG00000141539	lncRNA
ENSMUSG00000141540	lncRNA
ENSMUSG00000141541	lncRNA
ENSMUSG00000141542	lncRNA
ENSMUSG00000141543	lncRNA
ENSMUSG00000141544	lncRNA
ENSMUSG00000141545	lncRNA
ENSMUSG00000141547	lncRNA
ENSMUSG00000141548	lncRNA
ENSMUSG00000141549	lncRNA
ENSMUSG00000141550	lncRNA
ENSMUSG00000141551	lncRNA
ENSMUSG00000141552	lncRNA
ENSMUSG00000141553	lncRNA
ENSMUSG00000141554	lncRNA
ENSMUSG00000141555	lncRNA
ENSMUSG00000141556	lncRNA
ENSMUSG00000141557	lncRNA
ENSMUSG00000141558	lncRNA
ENSMUSG00000141559	lncRNA
ENSMUSG00000141560	lncRNA
ENSMUSG00000141561	lncRNA
ENSMUSG00000141562	lncRNA
ENSMUSG00000141563	lncRNA
ENSMUSG00000141564	lncRNA
ENSMUSG00000141565	lncRNA
ENSMUSG00000141566	lncRNA
ENSMUSG00000141567	lncRNA
ENSMUSG00000141568	lncRNA
ENSMUSG00000141569	lncRNA
ENSMUSG00000141570	lncRNA
ENSMUSG00000141571	lncRNA
ENSMUSG00000141572	lncRNA
ENSMUSG00000141573	lncRNA
ENSMUSG00000141574	lncRNA
ENSMUSG00000141575	lncRNA
ENSMUSG00000141576	lncRNA
ENSMUSG00000141577	lncRNA
ENSMUSG00000141578	lncRNA
ENSMUSG00000141579	lncRNA
ENSMUSG00000141580	lncRNA
ENSMUSG00000141581	lncRNA
ENSMUSG00000141582	lncRNA
ENSMUSG00000141583	lncRNA
ENSMUSG00000141585	lncRNA
ENSMUSG00000141586	lncRNA
ENSMUSG00000141587	lncRNA
ENSMUSG00000141588	lncRNA
ENSMUSG00000141589	lncRNA
ENSMUSG00000141590	lncRNA
ENSMUSG00000141591	lncRNA
ENSMUSG00000141592	lncRNA
ENSMUSG00000141593	lncRNA
ENSMUSG00000141594	lncRNA
ENSMUSG00000141595	lncRNA
ENSMUSG00000141596	lncRNA
ENSMUSG00000141597	lncRNA
ENSMUSG00000141598	lncRNA
ENSMUSG00000141599	lncRNA
ENSMUSG00000141600	lncRNA
ENSMUSG00000141601	lncRNA
ENSMUSG00000141602	lncRNA
ENSMUSG00000141603	lncRNA
ENSMUSG00000141604	lncRNA
ENSMUSG00000141605	lncRNA
ENSMUSG00000141606	lncRNA
ENSMUSG00000141607	lncRNA
ENSMUSG00000141608	lncRNA
ENSMUSG00000141609	lncRNA
ENSMUSG00000141610	lncRNA
ENSMUSG00000141611	lncRNA
ENSMUSG00000141612	lncRNA
ENSMUSG00000141613	lncRNA
ENSMUSG00000141614	lncRNA
ENSMUSG00000141615	lncRNA
ENSMUSG00000141616	lncRNA
ENSMUSG00000141617	lncRNA
ENSMUSG00000141618	lncRNA
ENSMUSG00000141619	lncRNA
ENSMUSG00000141620	lncRNA
ENSMUSG00000141621	lncRNA
ENSMUSG00000141622	lncRNA
ENSMUSG00000141623	lncRNA
ENSMUSG00000141624	lncRNA
ENSMUSG00000141625	lncRNA
ENSMUSG00000141626	lncRNA
ENSMUSG00000141627	lncRNA
ENSMUSG00000141629	lncRNA
ENSMUSG00000141630	lncRNA
ENSMUSG00000141631	lncRNA
ENSMUSG00000141632	lncRNA
ENSMUSG00000141633	lncRNA
ENSMUSG00000141634	lncRNA
ENSMUSG00000141635	lncRNA
ENSMUSG00000141636	lncRNA
ENSMUSG00000141637	lncRNA
ENSMUSG00000141638	lncRNA
ENSMUSG00000141639	lncRNA
ENSMUSG00000141640	lncRNA
ENSMUSG00000141641	lncRNA
ENSMUSG00000141642	lncRNA
ENSMUSG00000141643	lncRNA
ENSMUSG00000141644	lncRNA
ENSMUSG00000141645	lncRNA
ENSMUSG00000141646	lncRNA
ENSMUSG00000141647	lncRNA
ENSMUSG00000141648	lncRNA
ENSMUSG00000141649	lncRNA
ENSMUSG00000141650	lncRNA
ENSMUSG00000141651	lncRNA
ENSMUSG00000141652	lncRNA
ENSMUSG00000141653	lncRNA
ENSMUSG00000141654	lncRNA
ENSMUSG00000141655	lncRNA
ENSMUSG00000141656	lncRNA
ENSMUSG00000141657	lncRNA
ENSMUSG00000141658	lncRNA
ENSMUSG00000141659	lncRNA
ENSMUSG00000141660	lncRNA
ENSMUSG00000141661	lncRNA
ENSMUSG00000141662	lncRNA
ENSMUSG00000141663	lncRNA
ENSMUSG00000141664	lncRNA
ENSMUSG00000141666	lncRNA
ENSMUSG00000141667	lncRNA
ENSMUSG00000141668	lncRNA
ENSMUSG00000141669	lncRNA
ENSMUSG00000141670	lncRNA
ENSMUSG00000141671	lncRNA
ENSMUSG00000141672	lncRNA
ENSMUSG00000141673	lncRNA
ENSMUSG00000141674	lncRNA
ENSMUSG00000141675	lncRNA
ENSMUSG00000141676	lncRNA
ENSMUSG00000141677	lncRNA
ENSMUSG00000141678	lncRNA
ENSMUSG00000141679	lncRNA
ENSMUSG00000141680	lncRNA
ENSMUSG00000141681	lncRNA
ENSMUSG00000141682	lncRNA
ENSMUSG00000141683	lncRNA
ENSMUSG00000141684	lncRNA
ENSMUSG00000141685	lncRNA
ENSMUSG00000141686	lncRNA
ENSMUSG00000141687	lncRNA
ENSMUSG00000141688	lncRNA
ENSMUSG00000141689	lncRNA
ENSMUSG00000141690	lncRNA
ENSMUSG00000141691	lncRNA
ENSMUSG00000141693	lncRNA
ENSMUSG00000141694	lncRNA
ENSMUSG00000141695	lncRNA
ENSMUSG00000141696	lncRNA
ENSMUSG00000141697	lncRNA
ENSMUSG00000141698	lncRNA
ENSMUSG00000141699	lncRNA
ENSMUSG00000141700	lncRNA
ENSMUSG00000141701	lncRNA
ENSMUSG00000141702	lncRNA
ENSMUSG00000141703	lncRNA
ENSMUSG00000141704	lncRNA
ENSMUSG00000141705	lncRNA
ENSMUSG00000141706	lncRNA
ENSMUSG00000141707	lncRNA
ENSMUSG00000141708	lncRNA
ENSMUSG00000141709	lncRNA
ENSMUSG00000141710	lncRNA
ENSMUSG00000141711	lncRNA
ENSMUSG00000141712	lncRNA
ENSMUSG00000141713	lncRNA
ENSMUSG00000141715	lncRNA
ENSMUSG00000141716	lncRNA
ENSMUSG00000141717	lncRNA
ENSMUSG00000141718	lncRNA
ENSMUSG00000141719	lncRNA
ENSMUSG00000141720	lncRNA
ENSMUSG00000141721	lncRNA
ENSMUSG00000141722	lncRNA
ENSMUSG00000141723	lncRNA
ENSMUSG00000141724	lncRNA
ENSMUSG00000141725	lncRNA
ENSMUSG00000141726	lncRNA
ENSMUSG00000141727	lncRNA
ENSMUSG00000141728	lncRNA
ENSMUSG00000141730	lncRNA
ENSMUSG00000141731	lncRNA
ENSMUSG00000141732	lncRNA
ENSMUSG00000141733	lncRNA
ENSMUSG00000141734	lncRNA
ENSMUSG00000141736	lncRNA
ENSMUSG00000141737	lncRNA
ENSMUSG00000141738	lncRNA
ENSMUSG00000141739	lncRNA
ENSMUSG00000141740	lncRNA
ENSMUSG00000141741	lncRNA
ENSMUSG00000141742	lncRNA
ENSMUSG00000141743	lncRNA
ENSMUSG00000141744	lncRNA
ENSMUSG00000141745	lncRNA
ENSMUSG00000141746	lncRNA
ENSMUSG00000141747	lncRNA
ENSMUSG00000141748	lncRNA
ENSMUSG00000141749	lncRNA
ENSMUSG00000141750	lncRNA
ENSMUSG00000141751	lncRNA
ENSMUSG00000141752	lncRNA
ENSMUSG00000141753	lncRNA
ENSMUSG00000141754	lncRNA
ENSMUSG00000141755	lncRNA
ENSMUSG00000141756	lncRNA
ENSMUSG00000141757	lncRNA
